"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0032835";"GO:0032835";"glomerulus development";"5/13";"71/18888";0,0704225352112676;102,318526543879;22,4467016079029;8,17588456171781e-10;4,14517347279093e-07;2,03106184901621e-07;"NPHS2/PLCE1/PAX2/NPHS1/WT1";5
"GO:0035850";"GO:0035850";"epithelial cell differentiation involved in kidney development";"4/13";"48/18888";0,0833333333333333;121,076923076923;21,8599621869184;2,58058382789671e-08;4,7365308019454e-06;2,32081650422322e-06;"NPHS2/PAX2/NPHS1/WT1";4
"GO:0001822";"GO:0001822";"kidney development";"6/13";"319/18888";0,0188087774294671;27,3277067759826;12,4458282053047;3,43937599302932e-08;4,7365308019454e-06;2,32081650422322e-06;"CD2AP/NPHS2/PLCE1/PAX2/NPHS1/WT1";6
"GO:0072001";"GO:0072001";"renal system development";"6/13";"329/18888";0,0182370820668693;26,4970773906944;12,2439275585482;4,13181582348975e-08;4,7365308019454e-06;2,32081650422322e-06;"CD2AP/NPHS2/PLCE1/PAX2/NPHS1/WT1";6
"GO:0072006";"GO:0072006";"nephron development";"5/13";"158/18888";0,0316455696202532;45,9785783836417;14,8996156575687;4,68690303239025e-08;4,7365308019454e-06;2,32081650422322e-06;"NPHS2/PLCE1/PAX2/NPHS1/WT1";5
"GO:0061005";"GO:0061005";"cell differentiation involved in kidney development";"4/13";"58/18888";0,0689655172413793;100,201591511936;19,857161255222;5,60536189579337e-08;4,7365308019454e-06;2,32081650422322e-06;"NPHS2/PAX2/NPHS1/WT1";4
"GO:0072224";"GO:0072224";"metanephric glomerulus development";"3/13";"17/18888";0,176470588235294;256,398190045249;27,6474132932708;1,72235180454459e-07;1,24747480700587e-05;6,11240640409811e-06;"NPHS2/PAX2/WT1";3
"GO:0061318";"GO:0061318";"renal filtration cell differentiation";"3/13";"22/18888";0,136363636363636;198,125874125874;24,2786617002161;3,89287897987916e-07;2,19298849199859e-05;1,07452565994325e-05;"NPHS2/NPHS1/WT1";3
"GO:0072112";"GO:0072112";"podocyte differentiation";"3/13";"22/18888";0,136363636363636;198,125874125874;24,2786617002161;3,89287897987916e-07;2,19298849199859e-05;1,07452565994325e-05;"NPHS2/NPHS1/WT1";3
"GO:0072311";"GO:0072311";"glomerular epithelial cell differentiation";"3/13";"23/18888";0,130434782608696;189,511705685619;23,7401534841512;4,47503236870515e-07;2,26884141093351e-05;1,11169225159412e-05;"NPHS2/NPHS1/WT1";3
"GO:0072010";"GO:0072010";"glomerular epithelium development";"3/13";"26/18888";0,115384615384615;167,644970414201;22,3148874359067;6,56195526046059e-07;3,02446483368502e-05;1,48193439374995e-05;"NPHS2/NPHS1/WT1";3
"GO:0072207";"GO:0072207";"metanephric epithelium development";"3/13";"29/18888";0,103448275862069;150,302387267905;21,1162165341021;9,2110837875985e-07;3,89168290026037e-05;1,90685594199408e-05;"NPHS2/PAX2/WT1";3
"GO:0072009";"GO:0072009";"nephron epithelium development";"4/13";"121/18888";0,0330578512396694;48,0305149396059;13,6202374262016;1,09568768095031e-06;4,27318195570623e-05;2,09378374659331e-05;"NPHS2/PAX2/NPHS1/WT1";4
"GO:0072210";"GO:0072210";"metanephric nephron development";"3/13";"41/18888";0,0731707317073171;106,311444652908;17,7156083159615;2,67441156058828e-06;9,20773315573336e-05;4,51162675127805e-05;"NPHS2/PAX2/WT1";3
"GO:0072073";"GO:0072073";"kidney epithelium development";"4/13";"152/18888";0,0263157894736842;38,2348178137652;12,0960138240668;2,7241814070217e-06;9,20773315573336e-05;4,51162675127805e-05;"NPHS2/PAX2/NPHS1/WT1";4
"GO:0032836";"GO:0032836";"glomerular basement membrane development";"2/13";"11/18888";0,181818181818182;264,167832167832;22,9124929233301;2,39673702236421e-05;0,000714791570787443;0,000350235255280466;"NPHS1/WT1";2
"GO:0072015";"GO:0072015";"podocyte development";"2/13";"11/18888";0,181818181818182;264,167832167832;22,9124929233301;2,39673702236421e-05;0,000714791570787443;0,000350235255280466;"NPHS2/NPHS1";2
"GO:0072310";"GO:0072310";"glomerular epithelial cell development";"2/13";"12/18888";0,166666666666667;242,153846153846;21,9300447408998;2,87496774788657e-05;0,000809782582321383;0,000396779174562123;"NPHS2/NPHS1";2
"GO:0001656";"GO:0001656";"metanephros development";"3/13";"93/18888";0,032258064516129;46,8684863523573;11,6370902964378;3,18898487569387e-05;0,000850955437882522;0,000416953147182134;"NPHS2/PAX2/WT1";3
"GO:0072075";"GO:0072075";"metanephric mesenchyme development";"2/13";"14/18888";0,142857142857143;207,56043956044;20,2903191296982;3,96089319030624e-05;0,00100408642374263;0,000491984627848564;"PAX2/WT1";2
"GO:0072074";"GO:0072074";"kidney mesenchyme development";"2/13";"17/18888";0,117647058823529;170,932126696833;18,3955247989792;5,91268449078134e-05;0,00142749096991721;0,000699445383370625;"PAX2/WT1";2
"GO:0060231";"GO:0060231";"mesenchymal to epithelial transition";"2/13";"19/18888";0,105263157894737;152,939271255061;17,3892993386521;7,42855973096936e-05;0,00171194535618249;0,000838823012683622;"PAX2/WT1";2
"GO:0072202";"GO:0072202";"cell differentiation involved in metanephros development";"2/13";"23/18888";0,0869565217391304;126,341137123746;15,7847907766439;0,000109737351446922;0,00241899292102563;0,00118526384171504;"NPHS2/PAX2";2
"GO:0072273";"GO:0072273";"metanephric nephron morphogenesis";"2/13";"24/18888";0,0833333333333333;121,076923076923;15,4474914638123;0,00011966699893338;0,00252796535246765;0,00123865841001218;"PAX2/WT1";2
"GO:0072243";"GO:0072243";"metanephric nephron epithelium development";"2/13";"25/18888";0,08;116,233846153846;15,1305378282533;0,000130022328287412;0,00263685281766871;0,0012920113463507;"NPHS2/PAX2";2
"GO:0003094";"GO:0003094";"glomerular filtration";"2/13";"29/18888";0,0689655172413793;100,201591511936;14,030333507895;0,000175690467195484;0,0034158755812404;0,00167371875256459;"KIRREL1/NPHS2";2
"GO:0030041";"GO:0030041";"actin filament polymerization";"3/13";"167/18888";0,0179640718562874;26,1004145555044;8,55035791247943;0,000181910533912211;0,0034158755812404;0,00167371875256459;"KIRREL1/NPHS1/INF2";3
"GO:0003338";"GO:0003338";"metanephros morphogenesis";"2/13";"31/18888";0,0645161290322581;93,7369727047146;13,5614818566863;0,000201065642670433;0,00364072431549677;0,00178389066429407;"PAX2/WT1";2
"GO:0097205";"GO:0097205";"renal filtration";"2/13";"32/18888";0,0625;90,8076923076923;13,3436126837057;0,000214386762979977;0,00373320857779307;0,00182920632068756;"KIRREL1/NPHS2";2
