"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0001946";"GO:0001946";"lymphangiogenesis";"2/2";"18/18888";0,111111111111111;1049,33333333333;45,7905850983118;8,57773197904288e-07;0,000130493653296864;7,46531197350483e-07;"SOX18/FOXC2";2
"GO:0036303";"GO:0036303";"lymph vessel morphogenesis";"2/2";"23/18888";0,0869565217391304;821,217391304348;40,5033534715393;1,41840927496592e-06;0,000130493653296864;7,46531197350483e-07;"SOX18/FOXC2";2
"GO:0001945";"GO:0001945";"lymph vessel development";"2/2";"31/18888";0,0645161290322581;609,290322580645;34,8804395359912;2,60695775833656e-06;0,000159893409177976;9,14722020468969e-07;"SOX18/FOXC2";2
"GO:0003151";"GO:0003151";"outflow tract morphogenesis";"2/2";"81/18888";0,0246913580246914;233,185185185185;21,5498250212067;1,81646088967967e-05;0,00075407794909097;4,31394707717946e-06;"SOX18/FOXC2";2
"GO:0035050";"GO:0035050";"embryonic heart tube development";"2/2";"86/18888";0,0232558139534884;219,627906976744;20,9112162805431;2,04912486166025e-05;0,00075407794909097;4,31394707717946e-06;"SOX18/FOXC2";2
"GO:0003158";"GO:0003158";"endothelium development";"2/2";"143/18888";0,013986013986014;132,083916083916;16,1920262402322;5,69213809040669e-05;0,00174558901439138;9,98620717615208e-06;"SOX18/FOXC2";2
"GO:0043534";"GO:0043534";"blood vessel endothelial cell migration";"2/2";"183/18888";0,0109289617486339;103,213114754098;14,2981486119273;9,33627259130726e-05;0,00245410593828648;1,40395076561011e-05;"SOX18/FOXC2";2
"GO:0002064";"GO:0002064";"epithelial cell development";"2/2";"216/18888";0,00925925925925926;87,4444444444444;13,149070051914;0,00013017969709371;0,00299413303315533;1,71289075123302e-05;"SOX18/FOXC2";2
"GO:0048863";"GO:0048863";"stem cell differentiation";"2/2";"248/18888";0,00806451612903226;76,1612903225806;12,2609355318736;0,000171711617682435;0,00348797751554695;1,99541047800169e-05;"SOX18/FOXC2";2
"GO:0003007";"GO:0003007";"heart morphogenesis";"2/2";"269/18888";0,00743494423791822;70,2156133828996;11,7659915263797;0,000202086880337634;0,00348797751554695;1,99541047800169e-05;"SOX18/FOXC2";2
"GO:0043542";"GO:0043542";"endothelial cell migration";"2/2";"286/18888";0,00699300699300699;66,041958041958;11,4057355717599;0,000228487233206466;0,00348797751554695;1,99541047800169e-05;"SOX18/FOXC2";2
"GO:0045165";"GO:0045165";"cell fate commitment";"2/2";"289/18888";0,0069204152249135;65,356401384083;11,3454668488213;0,000233314309829966;0,00348797751554695;1,99541047800169e-05;"SOX18/FOXC2";2
"GO:0048562";"GO:0048562";"embryonic organ morphogenesis";"2/2";"297/18888";0,00673400673400673;63,5959595959596;11,1892157014344;0,000246433194033209;0,00348797751554695;1,99541047800169e-05;"SOX18/FOXC2";2
"GO:0060562";"GO:0060562";"epithelial tube morphogenesis";"2/2";"335/18888";0,00597014925373134;56,3820895522388;10,5247348654212;0,000313647853312127;0,0041222289292451;2,35825453618141e-05;"SOX18/FOXC2";2
"GO:0010631";"GO:0010631";"epithelial cell migration";"2/2";"375/18888";0,00533333333333333;50,368;9,93686208013256;0,000393146049039465;0,00443896871407836;2,53945578608602e-05;"SOX18/FOXC2";2
"GO:0090132";"GO:0090132";"epithelium migration";"2/2";"378/18888";0,00529100529100529;49,968253968254;9,89654958071547;0,000399470023988721;0,00443896871407836;2,53945578608602e-05;"SOX18/FOXC2";2
"GO:0090130";"GO:0090130";"tissue migration";"2/2";"383/18888";0,00522193211488251;49,3159268929504;9,83041048850258;0,000410122109452892;0,00443896871407836;2,53945578608602e-05;"SOX18/FOXC2";2
"GO:0003002";"GO:0003002";"regionalization";"2/2";"429/18888";0,00466200466200466;44,027972027972;9,27687989874594;0,000514697556907197;0,00526135280394023;3,00992723337542e-05;"SOX18/FOXC2";2
"GO:0048568";"GO:0048568";"embryonic organ development";"2/2";"455/18888";0,0043956043956044;41,5120879120879;9,00158130527689;0,0005790529721931;0,00560767088860686;3,208049707441e-05;"SOX18/FOXC2";2
"GO:0007389";"GO:0007389";"pattern specification process";"2/2";"474/18888";0,00421940928270042;39,8481012658228;8,81477830062721;0,000628478648746854;0,00578200356847105;3,30778236182555e-05;"SOX18/FOXC2";2
"GO:0001667";"GO:0001667";"ameboidal-type cell migration";"2/2";"498/18888";0,00401606425702811;37,9277108433735;8,59414523252605;0,000693803964446074;0,00607904425990846;3,47771410749912e-05;"SOX18/FOXC2";2
"GO:0048340";"GO:0048340";"paraxial mesoderm morphogenesis";"1/2";"10/18888";0,1;944,4;30,7074940485805;0,00105862107251131;0,00811609488925339;4,64307487943558e-05;"FOXC2";1
"GO:0048703";"GO:0048703";"embryonic viscerocranium morphogenesis";"1/2";"10/18888";0,1;944,4;30,7074940485805;0,00105862107251131;0,00811609488925339;4,64307487943558e-05;"FOXC2";1
"GO:0048865";"GO:0048865";"stem cell fate commitment";"1/2";"10/18888";0,1;944,4;30,7074940485805;0,00105862107251131;0,00811609488925339;4,64307487943558e-05;"SOX18";1
"GO:1904238";"GO:1904238";"pericyte cell differentiation";"1/2";"11/18888";0,0909090909090909;858,545454545455;29,276118695207;0,00116445234477836;0,00857036925756869;4,90295724117202e-05;"FOXC2";1
"GO:0003157";"GO:0003157";"endocardium development";"1/2";"12/18888";0,0833333333333333;787;28,0275205741781;0,00127027801068447;0,008656709406146;4,95235091884782e-05;"SOX18";1
"GO:1902337";"GO:1902337";"regulation of apoptotic process involved in morphogenesis";"1/2";"12/18888";0,0833333333333333;787;28,0275205741781;0,00127027801068447;0,008656709406146;4,95235091884782e-05;"FOXC2";1
"GO:1904748";"GO:1904748";"regulation of apoptotic process involved in development";"1/2";"13/18888";0,0769230769230769;726,461538461538;26,9258290315861;0,00137609807023009;0,00904293017579775;5,1733010159026e-05;"FOXC2";1
"GO:0061043";"GO:0061043";"regulation of vascular wound healing";"1/2";"15/18888";0,0666666666666667;629,6;25,0625947350532;0,00158772137023877;0,0100738183491012;5,76305397545833e-05;"FOXC2";1
"GO:0072109";"GO:0072109";"glomerular mesangium development";"1/2";"17/18888";0,0588235294117647;555,529411764706;23,5384620922989;0,00179932224480384;0,0110358431014635;6,31341138527662e-05;"FOXC2";1
"GO:0001710";"GO:0001710";"mesodermal cell fate commitment";"1/2";"18/18888";0,0555555555555556;524,666666666667;22,8734528424317;0,00190511427254547;0,0113077750370441;6,46897885414422e-05;"FOXC2";1
"GO:0048339";"GO:0048339";"paraxial mesoderm development";"1/2";"19/18888";0,0526315789473684;497,052631578947;22,2616121210768;0,00201090069392618;0,0115626789900755;6,61480491423084e-05;"FOXC2";1
"GO:0033630";"GO:0033630";"positive regulation of cell adhesion mediated by integrin";"1/2";"22/18888";0,0454545454545455;429,272727272727;20,6832289698362;0,00232822631990359;0,0122398183674932;7,00218442076268e-05;"FOXC2";1
"GO:0061318";"GO:0061318";"renal filtration cell differentiation";"1/2";"22/18888";0,0454545454545455;429,272727272727;20,6832289698362;0,00232822631990359;0,0122398183674932;7,00218442076268e-05;"FOXC2";1
"GO:0072112";"GO:0072112";"podocyte differentiation";"1/2";"22/18888";0,0454545454545455;429,272727272727;20,6832289698362;0,00232822631990359;0,0122398183674932;7,00218442076268e-05;"FOXC2";1
"GO:0072311";"GO:0072311";"glomerular epithelial cell differentiation";"1/2";"23/18888";0,0434782608695652;410,608695652174;20,2269861147825;0,00243399031584135;0,0124403949476336;7,11693074807412e-05;"FOXC2";1
"GO:0061042";"GO:0061042";"vascular wound healing";"1/2";"24/18888";0,0416666666666667;393,5;19,7995301025464;0,00253974870541851;0,0126301016701893;7,22545862138979e-05;"FOXC2";1
"GO:0060561";"GO:0060561";"apoptotic process involved in morphogenesis";"1/2";"25/18888";0,04;377,76;19,397953124031;0,00264550148863441;0,0128097966818087;7,32825897128644e-05;"FOXC2";1
"GO:0072010";"GO:0072010";"glomerular epithelium development";"1/2";"26/18888";0,0384615384615385;363,230769230769;19,0197426866271;0,00275124866548981;0,0129802501141058;7,42577237649073e-05;"FOXC2";1
"GO:0072012";"GO:0072012";"glomerulus vasculature development";"1/2";"30/18888";0,0333333333333333;314,8;17,7007735556455;0,00317418130930347;0,0146000735061171;8,35244479754982e-05;"FOXC2";1
"GO:0061437";"GO:0061437";"renal system vasculature development";"1/2";"32/18888";0,03125;295,125;17,1359678983114;0,00338561399304571;0,0146000735061171;8,35244479754982e-05;"FOXC2";1
"GO:0061440";"GO:0061440";"kidney vasculature development";"1/2";"32/18888";0,03125;295,125;17,1359678983114;0,00338561399304571;0,0146000735061171;8,35244479754982e-05;"FOXC2";1
"GO:0060055";"GO:0060055";"angiogenesis involved in wound healing";"1/2";"33/18888";0,0303030303030303;286,181818181818;16,8729892734915;0,00349132192537582;0,0146000735061171;8,35244479754982e-05;"FOXC2";1
"GO:0060795";"GO:0060795";"cell fate commitment involved in formation of primary germ layer";"1/2";"33/18888";0,0303030303030303;286,181818181818;16,8729892734915;0,00349132192537582;0,0146000735061171;8,35244479754982e-05;"FOXC2";1
"GO:0048333";"GO:0048333";"mesodermal cell differentiation";"1/2";"35/18888";0,0285714285714286;269,828571428571;16,3811998191575;0,0037027209709537;0,0149095281594253;8,52947835207395e-05;"FOXC2";1
"GO:0001569";"GO:0001569";"branching involved in blood vessel morphogenesis";"1/2";"36/18888";0,0277777777777778;262,333333333333;16,1507925231407;0,00380841208420102;0,0149095281594253;8,52947835207395e-05;"FOXC2";1
"GO:0090050";"GO:0090050";"positive regulation of cell migration involved in sprouting angiogenesis";"1/2";"36/18888";0,0277777777777778;262,333333333333;16,1507925231407;0,00380841208420102;0,0149095281594253;8,52947835207395e-05;"FOXC2";1
"GO:1902742";"GO:1902742";"apoptotic process involved in development";"1/2";"40/18888";0,025;236,1;15,3170977367303;0,00423112047358398;0,0162192951487386;9,27877296838593e-05;"FOXC2";1
"GO:0048701";"GO:0048701";"embryonic cranial skeleton morphogenesis";"1/2";"45/18888";0,0222222222222222;209,866666666667;14,4353348998601;0,00475937981719521;0,0176567980273452;0,000101011430362387;"FOXC2";1
"GO:0055010";"GO:0055010";"ventricular cardiac muscle tissue morphogenesis";"1/2";"47/18888";0,0212765957446809;200,936170212766;14,1226051973146;0,00497064431011474;0,0176567980273452;0,000101011430362387;"FOXC2";1
"GO:0035850";"GO:0035850";"epithelial cell differentiation involved in kidney development";"1/2";"48/18888";0,0208333333333333;196,75;13,9736041270199;0,0050762681470331;0,0176567980273452;0,000101011430362387;"FOXC2";1
"GO:0120163";"GO:0120163";"negative regulation of cold-induced thermogenesis";"1/2";"48/18888";0,0208333333333333;196,75;13,9736041270199;0,0050762681470331;0,0176567980273452;0,000101011430362387;"FOXC2";1
"GO:0033628";"GO:0033628";"regulation of cell adhesion mediated by integrin";"1/2";"49/18888";0,0204081632653061;192,734693877551;13,8291764099814;0,00518188637759043;0,0176567980273452;0,000101011430362387;"FOXC2";1
"GO:0061028";"GO:0061028";"establishment of endothelial barrier";"1/2";"49/18888";0,0204081632653061;192,734693877551;13,8291764099814;0,00518188637759043;0,0176567980273452;0,000101011430362387;"SOX18";1
"GO:0001974";"GO:0001974";"blood vessel remodeling";"1/2";"51/18888";0,0196078431372549;185,176470588235;13,5531380098683;0,00539310601962362;0,0180423910474681;0,00010321734008849;"FOXC2";1
"GO:0061005";"GO:0061005";"cell differentiation involved in kidney development";"1/2";"58/18888";0,0172413793103448;162,827586206897;12,7018765764236;0,00613219816637434;0,0194497437635236;0,000111268556999563;"FOXC2";1
"GO:0072132";"GO:0072132";"mesenchyme morphogenesis";"1/2";"58/18888";0,0172413793103448;162,827586206897;12,7018765764236;0,00613219816637434;0,0194497437635236;0,000111268556999563;"FOXC2";1
"GO:0003229";"GO:0003229";"ventricular cardiac muscle tissue development";"1/2";"59/18888";0,0169491525423729;160,067796610169;12,5927661566115;0,00623776033332457;0,0194497437635236;0,000111268556999563;"FOXC2";1
"GO:0060038";"GO:0060038";"cardiac muscle cell proliferation";"1/2";"60/18888";0,0166666666666667;157,4;12,4863865168371;0,00634331689391388;0,0194497437635236;0,000111268556999563;"FOXC2";1
"GO:0048010";"GO:0048010";"vascular endothelial growth factor receptor signaling pathway";"1/2";"61/18888";0,0163934426229508;154,819672131148;12,3826253434462;0,00644886784814214;0,0194497437635236;0,000111268556999563;"FOXC2";1
"GO:0055008";"GO:0055008";"cardiac muscle tissue morphogenesis";"1/2";"61/18888";0,0163934426229508;154,819672131148;12,3826253434462;0,00644886784814214;0,0194497437635236;0,000111268556999563;"FOXC2";1
"GO:0001885";"GO:0001885";"endothelial cell development";"1/2";"64/18888";0,015625;147,5625;12,0860222551066;0,00676548707266267;0,0194497437635236;0,000111268556999563;"SOX18";1
"GO:0090303";"GO:0090303";"positive regulation of wound healing";"1/2";"65/18888";0,0153846153846154;145,292307692308;11,9917324892267;0,0068710156014482;0,0194497437635236;0,000111268556999563;"FOXC2";1
"GO:0001756";"GO:0001756";"somitogenesis";"1/2";"66/18888";0,0151515151515152;143,090909090909;11,8995865300909;0,00697653852387259;0,0194497437635236;0,000111268556999563;"FOXC2";1
"GO:0001947";"GO:0001947";"heart looping";"1/2";"66/18888";0,0151515151515152;143,090909090909;11,8995865300909;0,00697653852387259;0,0194497437635236;0,000111268556999563;"SOX18";1
"GO:0030199";"GO:0030199";"collagen fibril organization";"1/2";"66/18888";0,0151515151515152;143,090909090909;11,8995865300909;0,00697653852387259;0,0194497437635236;0,000111268556999563;"FOXC2";1
"GO:0003208";"GO:0003208";"cardiac ventricle morphogenesis";"1/2";"71/18888";0,0140845070422535;133,014084507042;11,4683449012585;0,00750406904058354;0,019720545517905;0,000112817766120738;"FOXC2";1
"GO:0032835";"GO:0032835";"glomerulus development";"1/2";"71/18888";0,0140845070422535;133,014084507042;11,4683449012585;0,00750406904058354;0,019720545517905;0,000112817766120738;"FOXC2";1
"GO:0061371";"GO:0061371";"determination of heart left/right asymmetry";"1/2";"71/18888";0,0140845070422535;133,014084507042;11,4683449012585;0,00750406904058354;0,019720545517905;0,000112817766120738;"SOX18";1
"GO:0003143";"GO:0003143";"embryonic heart tube morphogenesis";"1/2";"72/18888";0,0138888888888889;131,166666666667;11,3875127130211;0,00760955832484378;0,019720545517905;0,000112817766120738;"SOX18";1
"GO:1904888";"GO:1904888";"cranial skeletal system development";"1/2";"72/18888";0,0138888888888889;131,166666666667;11,3875127130211;0,00760955832484378;0,019720545517905;0,000112817766120738;"FOXC2";1
"GO:0060415";"GO:0060415";"muscle tissue morphogenesis";"1/2";"74/18888";0,0135135135135135;127,621621621622;11,230773187752;0,00782052007428113;0,0198287827214626;0,000113436972090747;"FOXC2";1
"GO:0001707";"GO:0001707";"mesoderm formation";"1/2";"76/18888";0,0131578947368421;124,263157894737;11,0802381837708;0,00803145939827576;0,0198287827214626;0,000113436972090747;"FOXC2";1
"GO:0043536";"GO:0043536";"positive regulation of blood vessel endothelial cell migration";"1/2";"77/18888";0,012987012987013;122,649350649351;11,0071709445603;0,00813692065073168;0,0198287827214626;0,000113436972090747;"FOXC2";1
"GO:0048332";"GO:0048332";"mesoderm morphogenesis";"1/2";"78/18888";0,0128205128205128;121,076923076923;10,9355076728642;0,00824237629682667;0,0198287827214626;0,000113436972090747;"FOXC2";1
