"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0007015";"GO:0007015";"actin filament organization";"4/5";"467/18888";0,00856531049250535;32,3563169164882;11,1649782133139;1,80898385405692e-06;0,00030571827133562;0,00013138935361045;"MYO1E/ARPC5/WAS/WIPF1";4
"GO:0008154";"GO:0008154";"actin polymerization or depolymerization";"3/5";"196/18888";0,0153061224489796;57,8204081632653;13,0117435270556;1,08373185862511e-05;0,000915753420538215;0,000393565780237539;"ARPC5/WAS/WIPF1";3
"GO:0030048";"GO:0030048";"actin filament-based movement";"2/5";"138/18888";0,0144927536231884;54,7478260869565;10,3117127417163;0,000522377403245199;0,0215082770871945;0,00924366938035764;"WAS/WIPF1";2
"GO:0008064";"GO:0008064";"regulation of actin polymerization or depolymerization";"2/5";"154/18888";0,012987012987013;49,0597402597403;9,744454173775;0,000649917427763633;0,0215082770871945;0,00924366938035764;"ARPC5/WAS";2
"GO:0030832";"GO:0030832";"regulation of actin filament length";"2/5";"157/18888";0,0127388535031847;48,1222929936306;9,64776586448079;0,000675354412040678;0,0215082770871945;0,00924366938035764;"ARPC5/WAS";2
"GO:0030041";"GO:0030041";"actin filament polymerization";"2/5";"167/18888";0,0119760479041916;45,2407185628742;9,34430234173191;0,000763607470551283;0,0215082770871945;0,00924366938035764;"ARPC5/WAS";2
"GO:0110053";"GO:0110053";"regulation of actin filament organization";"2/5";"273/18888";0,00732600732600733;27,6747252747253;7,22405018424748;0,00202243094693222;0,0366620597217698;0,0157563507991412;"ARPC5/WAS";2
"GO:0051258";"GO:0051258";"protein polymerization";"2/5";"287/18888";0,00696864111498258;26,3247386759582;7,03475165554254;0,00223224277779146;0,0366620597217698;0,0157563507991412;"ARPC5/WAS";2
"GO:0032836";"GO:0032836";"glomerular basement membrane development";"1/5";"11/18888";0,0909090909090909;343,418181818182;18,4849239152068;0,00290881970723822;0,0366620597217698;0,0157563507991412;"MYO1E";1
"GO:0072015";"GO:0072015";"podocyte development";"1/5";"11/18888";0,0909090909090909;343,418181818182;18,4849239152068;0,00290881970723822;0,0366620597217698;0,0157563507991412;"MYO1E";1
"GO:0045060";"GO:0045060";"negative thymic T cell selection";"1/5";"12/18888";0,0833333333333333;314,8;17,6937372475157;0,00317292183689144;0,0366620597217698;0,0157563507991412;"ZAP70";1
"GO:0072310";"GO:0072310";"glomerular epithelial cell development";"1/5";"12/18888";0,0833333333333333;314,8;17,6937372475157;0,00317292183689144;0,0366620597217698;0,0157563507991412;"MYO1E";1
"GO:0032956";"GO:0032956";"regulation of actin cytoskeleton organization";"2/5";"344/18888";0,00581395348837209;21,9627906976744;6,38495154665104;0,00318935329541097;0,0366620597217698;0,0157563507991412;"ARPC5/WAS";2
"GO:0043383";"GO:0043383";"negative T cell selection";"1/5";"13/18888";0,0769230769230769;290,584615384615;16,9955286262552;0,00343696800084659;0,0366620597217698;0,0157563507991412;"ZAP70";1
"GO:0070486";"GO:0070486";"leukocyte aggregation";"1/5";"13/18888";0,0769230769230769;290,584615384615;16,9955286262552;0,00343696800084659;0,0366620597217698;0,0157563507991412;"ZAP70";1
"GO:0032535";"GO:0032535";"regulation of cellular component size";"2/5";"370/18888";0,00540540540540541;20,4194594594595;6,13863703314938;0,00368019694458707;0,0366620597217698;0,0157563507991412;"ARPC5/WAS";2
"GO:0045059";"GO:0045059";"positive thymic T cell selection";"1/5";"15/18888";0,0666666666666667;251,84;15,814408304285;0,00396489246724208;0,0366620597217698;0,0157563507991412;"ZAP70";1
"GO:0032970";"GO:0032970";"regulation of actin filament-based process";"2/5";"385/18888";0,00519480519480519;19,6238961038961;6,00773580962644;0,00397867206417972;0,0366620597217698;0,0157563507991412;"ARPC5/WAS";2
"GO:1902903";"GO:1902903";"regulation of supramolecular fiber organization";"2/5";"392/18888";0,00510204081632653;19,2734693877551;5,94916659827049;0,00412177002789128;0,0366620597217698;0,0157563507991412;"ARPC5/WAS";2
"GO:0032488";"GO:0032488";"Cdc42 protein signal transduction";"1/5";"17/18888";0,0588235294117647;222,211764705882;14,8479405317864;0,00449259317757511;0,0379624123505097;0,0163152068027728;"WAS";1
"GO:0002577";"GO:0002577";"regulation of antigen processing and presentation";"1/5";"20/18888";0,05;188,88;13,6792917214727;0,00528372485606199;0,0411955999755895;0,0177047424373446;"WAS";1
