"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0006744";"GO:0006744";"ubiquinone biosynthetic process";"3/3";"18/18888";0,166666666666667;1049,33333333333;56,0832690610394;7,26695497536196e-10;7,10665449796428e-09;3,56223283105979e-10;"COQ2/COQ8B/COQ6";3
"GO:1901663";"GO:1901663";"quinone biosynthetic process";"3/3";"18/18888";0,166666666666667;1049,33333333333;56,0832690610394;7,26695497536196e-10;7,10665449796428e-09;3,56223283105979e-10;"COQ2/COQ8B/COQ6";3
"GO:0006743";"GO:0006743";"ubiquinone metabolic process";"3/3";"20/18888";0,15;944,4;53,2024410149046;1,01523635685204e-09;7,10665449796428e-09;3,56223283105979e-10;"COQ2/COQ8B/COQ6";3
"GO:1901661";"GO:1901661";"quinone metabolic process";"3/3";"41/18888";0,0731707317073171;460,682926829268;37,1375124030407;9,49335049477430e-09;4,98400900975651e-08;2,49825013020376e-09;"COQ2/COQ8B/COQ6";3
"GO:0042181";"GO:0042181";"ketone biosynthetic process";"3/3";"49/18888";0,0612244897959184;385,469387755102;33,9636616692637;1,64076444198614e-08;6,89121065634177e-08;3,45424093049713e-09;"COQ2/COQ8B/COQ6";3
"GO:0042180";"GO:0042180";"cellular ketone metabolic process";"3/3";"227/18888";0,013215859030837;83,2070484581498;15,7050075956328;1,7132781440534e-06;5,9964735041869e-06;3,00575112991825e-07;"COQ2/COQ8B/COQ6";3
"GO:0021692";"GO:0021692";"cerebellar Purkinje cell layer morphogenesis";"1/3";"19/18888";0,0526315789473684;331,368421052632;18,1586897628811;0,00301491387230246;0,00833024184781976;0,000417555982346855;"COQ8B";1
"GO:0006071";"GO:0006071";"glycerol metabolic process";"1/3";"20/18888";0,05;314,8;17,6965507637026;0,0031734254658361;0,00833024184781976;0,000417555982346855;"COQ2";1
"GO:0019400";"GO:0019400";"alditol metabolic process";"1/3";"23/18888";0,0434782608695652;273,739130434783;16,4955419168458;0,00364885943702853;0,00851400535306657;0,000426767185617372;"COQ2";1
"GO:0021680";"GO:0021680";"cerebellar Purkinje cell layer development";"1/3";"28/18888";0,0357142857142857;224,857142857143;14,9404180897772;0,00444091341108921;0,00878043183288838;0,000440121896385382;"COQ8B";1
"GO:0008299";"GO:0008299";"isoprenoid biosynthetic process";"1/3";"29/18888";0,0344827586206897;217,103448275862;14,6786119159866;0,00459927381722725;0,00878043183288838;0,000440121896385382;"COQ2";1
"GO:0021696";"GO:0021696";"cerebellar cortex morphogenesis";"1/3";"37/18888";0,027027027027027;170,162162162162;12,9813696180388;0,00586555255185939;0,0102647169657539;0,000514522153671876;"COQ8B";1
"GO:0021587";"GO:0021587";"cerebellum morphogenesis";"1/3";"45/18888";0,0222222222222222;139,911111111111;11,7584977632908;0,00713075691706966;0,0114073974918305;0,000571799373024085;"COQ8B";1
"GO:0021575";"GO:0021575";"hindbrain morphogenesis";"1/3";"48/18888";0,0208333333333333;131,166666666667;11,380558508951;0,00760493166122034;0,0114073974918305;0,000571799373024085;"COQ8B";1
"GO:0021695";"GO:0021695";"cerebellar cortex development";"1/3";"52/18888";0,0192307692307692;121,076923076923;10,9282470569314;0,00823692977641177;0,0115317016869765;0,000578030159748194;"COQ8B";1
"GO:0021549";"GO:0021549";"cerebellum development";"1/3";"105/18888";0,00952380952380952;59,9619047619048;7,63602423654179;0,0165855901548732;0,0208761162497178;0,00104642186715377;"COQ8B";1
"GO:0019751";"GO:0019751";"polyol metabolic process";"1/3";"107/18888";0,00934579439252336;58,8411214953271;7,56228186298242;0,0168997131545334;0,0208761162497178;0,00104642186715377;"COQ2";1
"GO:0022037";"GO:0022037";"metencephalon development";"1/3";"115/18888";0,00869565217391304;54,7478260869565;7,28662813373765;0,0181555362370934;0,0211814589432757;0,0010617272653271;"COQ8B";1
"GO:0006720";"GO:0006720";"isoprenoid metabolic process";"1/3";"135/18888";0,00740740740740741;46,637037037037;6,70706585626574;0,0212904140244904;0,0235315102375946;0,00117952432268645;"COQ2";1
"GO:0030902";"GO:0030902";"hindbrain development";"1/3";"158/18888";0,00632911392405063;39,8481012658228;6,18035006418717;0,0248872658952327;0,0261316291899944;0,00130985609974909;"COQ8B";1
