"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:1902476";"GO:1902476";"chloride transmembrane transport";"5/10";"109/18888";0,0458715596330275;86,6422018348624;20,6380348569124;1,43695204098119e-09;2,40924753551203e-07;1,16197201712733e-07;"CLCNKB/CLCN5/SLC12A3/SLC12A1/BSND";5
"GO:0006821";"GO:0006821";"chloride transport";"5/10";"124/18888";0,0403225806451613;76,1612903225806;19,3261727361411;2,76008496832193e-09;2,40924753551203e-07;1,16197201712733e-07;"CLCNKB/CLCN5/SLC12A3/SLC12A1/BSND";5
"GO:0003014";"GO:0003014";"renal system process";"5/10";"127/18888";0,0393700787401575;74,3622047244095;19,0919260082988;3,11452203685588e-09;2,40924753551203e-07;1,16197201712733e-07;"CLCNKB/REN/UMOD/CLCN5/SLC12A3";5
"GO:0098661";"GO:0098661";"inorganic anion transmembrane transport";"5/10";"130/18888";0,0384615384615385;72,6461538461539;18,8657810982217;3,50436005165386e-09;2,40924753551203e-07;1,16197201712733e-07;"CLCNKB/CLCN5/SLC12A3/SLC12A1/BSND";5
"GO:0098656";"GO:0098656";"monoatomic anion transmembrane transport";"5/10";"146/18888";0,0342465753424658;64,6849315068493;17,7790538957431;6,2929999476437e-09;3,46114997120403e-07;1,66930103874338e-07;"CLCNKB/CLCN5/SLC12A3/SLC12A1/BSND";5
"GO:0015698";"GO:0015698";"inorganic anion transport";"5/10";"169/18888";0,029585798816568;55,8816568047337;16,494256468928;1,31352090856644e-08;5,4743394486341e-07;2,64025558096803e-07;"CLCNKB/CLCN5/SLC12A3/SLC12A1/BSND";5
"GO:0006820";"GO:0006820";"monoatomic anion transport";"5/10";"171/18888";0,0292397660818713;55,2280701754386;16,3948551387702;1,39346822328868e-08;5,4743394486341e-07;2,64025558096803e-07;"CLCNKB/CLCN5/SLC12A3/SLC12A1/BSND";5
"GO:0070294";"GO:0070294";"renal sodium ion absorption";"3/10";"13/18888";0,230769230769231;435,876923076923;36,0992398985091;3,04790875042524e-08;1,04771863295868e-06;5,053111875705e-07;"CLCNKB/UMOD/SLC12A3";3
"GO:0003096";"GO:0003096";"renal sodium ion transport";"3/10";"16/18888";0,1875;354,15;32,524732789846;5,96295607015927e-08;1,82201435477089e-06;8,78751420865576e-07;"CLCNKB/UMOD/SLC12A3";3
"GO:0055064";"GO:0055064";"chloride ion homeostasis";"3/10";"19/18888";0,157894736842105;298,231578947368;29,8332663888445;1,03094379541319e-07;2,83509543738627e-06;1,36735703391644e-06;"UMOD/SLC12A3/SLC12A1";3
"GO:0055081";"GO:0055081";"monoatomic anion homeostasis";"3/10";"21/18888";0,142857142857143;269,828571428571;28,3685505103215;1,41423394888484e-07;3,5355848722121e-06;1,70520074219608e-06;"UMOD/SLC12A3/SLC12A1";3
"GO:0055075";"GO:0055075";"potassium ion homeostasis";"3/10";"34/18888";0,0882352941176471;166,658823529412;22,2513199880798;6,34001894675284e-07;1,45292100863086e-05;7,0073893622005e-06;"UMOD/SLC12A3/SLC12A1";3
"GO:0070293";"GO:0070293";"renal absorption";"3/10";"35/18888";0,0857142857142857;161,897142857143;21,9278281953594;6,93246654963311e-07;1,46648330857623e-05;7,07279988059734e-06;"CLCNKB/UMOD/SLC12A3";3
"GO:1990573";"GO:1990573";"potassium ion import across plasma membrane";"3/10";"46/18888";0,0652173913043478;123,182608695652;19,0953801548416;1,60295187605131e-06;3,13824052903017e-05;1,5135628962978e-05;"KCNJ1/SLC12A3/SLC12A1";3
"GO:0055078";"GO:0055078";"sodium ion homeostasis";"3/10";"47/18888";0,0638297872340425;120,56170212766;18,8882856783957;1,71176756128918e-06;3,13824052903017e-05;1,5135628962978e-05;"UMOD/SLC12A3/SLC12A1";3
"GO:0006814";"GO:0006814";"sodium ion transport";"4/10";"244/18888";0,0163934426229508;30,9639344262295;10,8424568712251;5,36831935071672e-06;9,22679888404436e-05;4,45005419862044e-05;"CLCNKB/UMOD/SLC12A3/SLC12A1";4
"GO:0098659";"GO:0098659";"inorganic cation import across plasma membrane";"3/10";"126/18888";0,0238095238095238;44,9714285714286;11,3977671808111;3,36140443653372e-05;0,000513547900025986;0,000247682432165643;"KCNJ1/SLC12A3/SLC12A1";3
