"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0002455";"GO:0002455";"humoral immune response mediated by circulating immunoglobulin";"8/19";"56/18888";0,142857142857143;142,015037593985;33,5347495078112;2,6105087158578e-16;3,08040028471221e-13;1,31624597357462e-13;"CD81/C3/C1QA/CFI/C4A/FCGR2B/CR2/C4B";8
"GO:0016064";"GO:0016064";"immunoglobulin mediated immune response";"10/19";"208/18888";0,0480769230769231;47,7935222672065;21,5334103609139;1,78859711199517e-15;6,39923512225034e-13;2,73437432966808e-13;"CD81/FCGR2A/C3/C1QA/CFI/C4A/FCGR2B/FCGR3B/CR2/C4B";10
"GO:0002443";"GO:0002443";"leukocyte mediated immunity";"12/19";"469/18888";0,0255863539445629;25,4355291213107;17,0043091989597;2,05765733357704e-15;6,39923512225034e-13;2,73437432966808e-13;"CD81/FCGR2A/C3/TLR4/C1QA/CFI/C4A/FCGR2B/FCGR3B/CR2/C4B/ITGAM";12
"GO:0019724";"GO:0019724";"B cell mediated immunity";"10/19";"212/18888";0,0471698113207547;46,8917576961271;21,3228149605557;2,16923224483062e-15;6,39923512225034e-13;2,73437432966808e-13;"CD81/FCGR2A/C3/C1QA/CFI/C4A/FCGR2B/FCGR3B/CR2/C4B";10
"GO:0002460";"GO:0002460";"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains";"11/19";"385/18888";0,0285714285714286;28,403007518797;17,2381783064039;1,43031150525412e-14;3,37553515239971e-12;1,44235623371941e-12;"CD81/FCGR2A/C3/TLR4/C1QA/CFI/C4A/FCGR2B/FCGR3B/CR2/C4B";11
"GO:0006956";"GO:0006956";"complement activation";"7/19";"67/18888";0,104477611940299;103,861743912019;26,7641703507043;2,49327914994503e-13;4,90344899489189e-11;2,09522932074328e-11;"C3/CFH/C1QA/CFI/C4A/CR2/C4B";7
"GO:0002449";"GO:0002449";"lymphocyte mediated immunity";"10/19";"372/18888";0,0268817204301075;26,723259762309;15,9003884986736;6,14431967995161e-13;1,03575674604899e-10;4,42575808525838e-11;"CD81/FCGR2A/C3/C1QA/CFI/C4A/FCGR2B/FCGR3B/CR2/C4B";10
"GO:0006959";"GO:0006959";"humoral immune response";"9/19";"258/18888";0,0348837209302326;34,6780905752754;17,283621005174;1,18081235552536e-12;1,7416982243999e-10;7,44222524074535e-11;"CD81/C3/CFH/C1QA/CFI/C4A/FCGR2B/CR2/C4B";9
"GO:0006958";"GO:0006958";"complement activation, classical pathway";"6/19";"42/18888";0,142857142857143;142,015037593985;29,0311558830389;2,21115543376433e-12;2,89907045760213e-10;1,23876427224926e-10;"C3/C1QA/CFI/C4A/CR2/C4B";6
"GO:0001794";"GO:0001794";"type IIa hypersensitivity";"4/19";"10/18888";0,4;397,642105263158;39,8111453340669;1,52950858728174e-10;1,64074557544769e-08;7,0108575436168e-09;"FCGR2A/C3/FCGR2B/FCGR3B";4
"GO:0002445";"GO:0002445";"type II hypersensitivity";"4/19";"10/18888";0,4;397,642105263158;39,8111453340669;1,52950858728174e-10;1,64074557544769e-08;7,0108575436168e-09;"FCGR2A/C3/FCGR2B/FCGR3B";4
"GO:0002697";"GO:0002697";"regulation of immune effector process";"8/19";"385/18888";0,0207792207792208;20,6567327409433;12,3652947099794;1,72183184543441e-09;1,6931346480105e-07;7,23471450844809e-08;"CD81/C3/TLR4/CFH/FCGR2B/TLR7/CR2/ITGAM";8
"GO:0006909";"GO:0006909";"phagocytosis";"7/19";"237/18888";0,029535864978903;29,3617588274484;13,9424828854322;1,98655061955699e-09;1,80317671621327e-07;7,70492102645992e-08;"FCGR2A/C3/TLR4/C4A/FCGR2B/C4B/ITGAM";7
"GO:0002524";"GO:0002524";"hypersensitivity";"4/19";"18/18888";0,222222222222222;220,912280701754;29,6199031049119;2,2174057575429e-09;1,86895628135759e-07;7,98599517190263e-08;"FCGR2A/C3/FCGR2B/FCGR3B";4
"GO:0045807";"GO:0045807";"positive regulation of endocytosis";"6/19";"155/18888";0,0387096774193548;38,481494057725;14,8683551071902;6,88448911022147e-09;5,41579810004089e-07;2,31415458512006e-07;"APOE/FCGR2A/C3/C4A/FCGR2B/C4B";6
"GO:0050766";"GO:0050766";"positive regulation of phagocytosis";"5/19";"72/18888";0,0694444444444444;69,0350877192982;18,3535210176423;7,79564892200394e-09;5,7492910799779e-07;2,45665515371045e-07;"FCGR2A/C3/C4A/FCGR2B/C4B";5
"GO:0002757";"GO:0002757";"immune response-activating signaling pathway";"8/19";"500/18888";0,016;15,9056842105263;10,7189814445444;1,33374715561534e-08;9,25777437427121e-07;3,95581973708823e-07;"CD81/C3/IRAK1/TLR4/FCGR2B/TLR7/CR2/ITGAM";8
"GO:0002437";"GO:0002437";"inflammatory response to antigenic stimulus";"5/19";"84/18888";0,0595238095238095;59,1729323308271;16,9558406351072;1,70735674776352e-08;1,11926720131164e-06;4,78259580221478e-07;"CD81/FCGR2A/C3/FCGR2B/FCGR3B";5
"GO:0002438";"GO:0002438";"acute inflammatory response to antigenic stimulus";"4/19";"30/18888";0,133333333333333;132,547368421053;22,8812014427072;1,97078681654375e-08;1,2069015642788e-06;5,15705485539292e-07;"FCGR2A/C3/FCGR2B/FCGR3B";4
"GO:0002429";"GO:0002429";"immune response-activating cell surface receptor signaling pathway";"7/19";"332/18888";0,0210843373493976;20,9600507292327;11,6431997714887;2,04559587165899e-08;1,2069015642788e-06;5,15705485539292e-07;"CD81/C3/IRAK1/TLR4/FCGR2B/CR2/ITGAM";7
"GO:0002768";"GO:0002768";"immune response-regulating cell surface receptor signaling pathway";"7/19";"360/18888";0,0194444444444444;19,3298245614035;11,1424100294118;3,56682697098088e-08;2,00421705988449e-06;8,56396049674105e-07;"CD81/C3/IRAK1/TLR4/FCGR2B/CR2/ITGAM";7
"GO:0050764";"GO:0050764";"regulation of phagocytosis";"5/19";"100/18888";0,05;49,7052631578947;15,4959949740228;4,12265974391324e-08;2,21124477173528e-06;9,44858381499732e-07;"FCGR2A/C3/C4A/FCGR2B/C4B";5
