"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:1901264";"GO:1901264";"carbohydrate derivative transport";"2/2";"88/18888";0,0227272727272727;214,636363636364;20,6711236040446;2,14611490299191e-05;0,000230085046026092;NA;"G6PC1/SLC37A4";2
"GO:0006094";"GO:0006094";"gluconeogenesis";"2/2";"89/18888";0,0224719101123595;212,224719101124;20,5541189690425;2,19545087777333e-05;0,000230085046026092;NA;"G6PC1/SLC37A4";2
"GO:0019319";"GO:0019319";"hexose biosynthetic process";"2/2";"92/18888";0,0217391304347826;205,304347826087;20,2146068768651;2,34682261857996e-05;0,000230085046026092;NA;"G6PC1/SLC37A4";2
"GO:0046364";"GO:0046364";"monosaccharide biosynthetic process";"2/2";"96/18888";0,0208333333333333;196,75;19,7868827671517;2,55650051140102e-05;0,000230085046026092;NA;"G6PC1/SLC37A4";2
"GO:0015748";"GO:0015748";"organophosphate ester transport";"2/2";"154/18888";0,012987012987013;122,649350649351;15,5984481211576;6,60485362386302e-05;0,000475549460918137;NA;"G6PC1/SLC37A4";2
"GO:0006006";"GO:0006006";"glucose metabolic process";"2/2";"192/18888";0,0104166666666667;98,375;13,9556551931906;0,00010279823109002;0,000608802725168035;NA;"G6PC1/SLC37A4";2
"GO:0016051";"GO:0016051";"carbohydrate biosynthetic process";"2/2";"206/18888";0,00970873786407767;91,6893203883495;13,4680453163833;0,000118378307671562;0,000608802725168035;NA;"G6PC1/SLC37A4";2
"GO:0019318";"GO:0019318";"hexose metabolic process";"2/2";"232/18888";0,00862068965517241;81,4137931034483;12,6821174064476;0,000150228043209433;0,00067602619444245;NA;"G6PC1/SLC37A4";2
"GO:0005996";"GO:0005996";"monosaccharide metabolic process";"2/2";"252/18888";0,00793650793650794;74,9523809523809;12,16193213904;0,00017730676573151;0,000709227062926041;NA;"G6PC1/SLC37A4";2
"GO:0046415";"GO:0046415";"urate metabolic process";"1/2";"12/18888";0,0833333333333333;787;28,0275205741781;0,00127027801068447;0,00457300083846408;NA;"G6PC1";1
"GO:0005980";"GO:0005980";"glycogen catabolic process";"1/2";"15/18888";0,0666666666666667;629,6;25,0625947350532;0,00158772137023877;0,00468976046040351;NA;"G6PC1";1
"GO:0009251";"GO:0009251";"glucan catabolic process";"1/2";"16/18888";0,0625;590,25;24,2648222292334;0,00169352461070127;0,00468976046040351;NA;"G6PC1";1
"GO:0035435";"GO:0035435";"phosphate ion transmembrane transport";"1/2";"16/18888";0,0625;590,25;24,2648222292334;0,00169352461070127;0,00468976046040351;NA;"SLC37A4";1
"GO:0000272";"GO:0000272";"polysaccharide catabolic process";"1/2";"18/18888";0,0555555555555556;524,666666666667;22,8734528424317;0,00190511427254547;0,00489886527225978;NA;"G6PC1";1
"GO:0006817";"GO:0006817";"phosphate ion transport";"1/2";"28/18888";0,0357142857142857;337,285714285714;18,3249621076493;0,00296272620011817;0,00711054288028361;NA;"SLC37A4";1
"GO:0051156";"GO:0051156";"glucose 6-phosphate metabolic process";"1/2";"30/18888";0,0333333333333333;314,8;17,7007735556455;0,00317418130930347;0,00714190794593281;NA;"G6PC1";1
"GO:0005977";"GO:0005977";"glycogen metabolic process";"1/2";"75/18888";0,0133333333333333;125,92;11,1547559971876;0,0079259925394588;0,0162738413014634;NA;"G6PC1";1
"GO:0044042";"GO:0044042";"glucan metabolic process";"1/2";"77/18888";0,012987012987013;122,649350649351;11,0071709445603;0,00813692065073168;0,0162738413014634;NA;"G6PC1";1
"GO:0006112";"GO:0006112";"energy reserve metabolic process";"1/2";"89/18888";0,0112359550561798;106,112359550562;10,2284048595879;0,00940201838406451;0,0176263034643538;NA;"G6PC1";1
"GO:0005976";"GO:0005976";"polysaccharide metabolic process";"1/2";"101/18888";0,0099009900990099;93,5049504950495;9,59231516693039;0,0106663088014459;0,0176263034643538;NA;"G6PC1";1
"GO:0042632";"GO:0042632";"cholesterol homeostasis";"1/2";"101/18888";0,0099009900990099;93,5049504950495;9,59231516693039;0,0106663088014459;0,0176263034643538;NA;"G6PC1";1
"GO:0055092";"GO:0055092";"sterol homeostasis";"1/2";"102/18888";0,00980392156862745;92,5882352941177;9,54441057800084;0,0107716298948829;0,0176263034643538;NA;"G6PC1";1
"GO:0006641";"GO:0006641";"triglyceride metabolic process";"1/2";"108/18888";0,00925925925925926;87,4444444444444;9,27102317395683;0,0114034387219274;0,0178488606082342;NA;"G6PC1";1
"GO:0098661";"GO:0098661";"inorganic anion transmembrane transport";"1/2";"130/18888";0,00769230769230769;72,6461538461539;8,43524666829938;0,0137183443286403;0,0200136962186104;NA;"SLC37A4";1
"GO:0006639";"GO:0006639";"acylglycerol metabolic process";"1/2";"136/18888";0,00735294117647059;69,4411764705882;8,24308197086926;0,0143492112870756;0,0200136962186104;NA;"G6PC1";1
"GO:0006638";"GO:0006638";"neutral lipid metabolic process";"1/2";"137/18888";0,0072992700729927;68,9343065693431;8,21227925115123;0,0144543361578853;0,0200136962186104;NA;"G6PC1";1
