"";"ID";"Description";"GeneRatio";"BgRatio";"RichFactor";"FoldEnrichment";"zScore";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"GO:0006099";"GO:0006099";"tricarboxylic acid cycle";"8/14";"34/18888";0,235294117647059;317,445378151261;50,2979166372158;1,34916499462362e-19;6,90772477247295e-17;4,21791582529701e-17;"SDHA/MDH2/DLST/SDHAF2/FH/SDHC/SDHB/SDHD";8
"GO:0009060";"GO:0009060";"aerobic respiration";"8/14";"199/18888";0,0402010050251256;54,2368987796124;20,5617364047115;3,75070161287479e-13;9,60179612895946e-11;5,86293883696743e-11;"SDHA/MDH2/DLST/SDHAF2/FH/SDHC/SDHB/SDHD";8
"GO:0045333";"GO:0045333";"cellular respiration";"8/14";"245/18888";0,0326530612244898;44,0536443148688;18,4734748486322;2,00752028535579e-12;3,42616795367388e-10;2,09204745526551e-10;"SDHA/MDH2/DLST/SDHAF2/FH/SDHC/SDHB/SDHD";8
"GO:0015980";"GO:0015980";"energy derivation by oxidation of organic compounds";"8/14";"338/18888";0,0236686390532544;31,9323753169907;15,6283524495114;2,64857016892151e-11;3,39016981621954e-09;2,07006668465708e-09;"SDHA/MDH2/DLST/SDHAF2/FH/SDHC/SDHB/SDHD";8
"GO:0019646";"GO:0019646";"aerobic electron transport chain";"5/14";"94/18888";0,0531914893617021;71,7629179331307;18,7315441846361;5,29747156348596e-09;5,42461088100962e-07;3,3123137986428e-07;"SDHA/SDHAF2/SDHC/SDHB/SDHD";5
"GO:0042773";"GO:0042773";"ATP synthesis coupled electron transport";"5/14";"102/18888";0,0490196078431373;66,1344537815126;17,9641732577648;8,01280069819493e-09;5,86079136782258e-07;3,5786493343818e-07;"SDHA/SDHAF2/SDHC/SDHB/SDHD";5
"GO:0042775";"GO:0042775";"mitochondrial ATP synthesis coupled electron transport";"5/14";"102/18888";0,0490196078431373;66,1344537815126;17,9641732577648;8,01280069819493e-09;5,86079136782258e-07;3,5786493343818e-07;"SDHA/SDHAF2/SDHC/SDHB/SDHD";5
"GO:0022904";"GO:0022904";"respiratory electron transport chain";"5/14";"123/18888";0,040650406504065;54,8432055749129;16,3163386956987;2,06131202078362e-08;1,31923969330152e-06;8,05539039700968e-07;"SDHA/SDHAF2/SDHC/SDHB/SDHD";5
"GO:0006119";"GO:0006119";"oxidative phosphorylation";"5/14";"148/18888";0,0337837837837838;45,5791505791506;14,8283007591312;5,22029797309049e-08;2,96976951358037e-06;1,8133666643367e-06;"SDHA/SDHAF2/SDHC/SDHB/SDHD";5
"GO:0022900";"GO:0022900";"electron transport chain";"5/14";"175/18888";0,0285714285714286;38,5469387755102;13,5904983660864;1,2064457784828e-07;6,17700238583192e-06;3,77173048641464e-06;"SDHA/SDHAF2/SDHC/SDHB/SDHD";5
"GO:0042776";"GO:0042776";"proton motive force-driven mitochondrial ATP synthesis";"4/14";"67/18888";0,0597014925373134;80,545842217484;17,7642579604463;1,40908522247809e-07;6,55865121735258e-06;4,004768527043e-06;"SDHA/SDHC/SDHB/SDHD";4
"GO:0015986";"GO:0015986";"proton motive force-driven ATP synthesis";"4/14";"76/18888";0,0526315789473684;71,0075187969925;16,6551109226151;2,34960840762412e-07;1,00249958725296e-05;6,12134821986285e-06;"SDHA/SDHC/SDHB/SDHD";4
